David Lee Eysler, MD	Obstetrics and Gynecology	Albert Einstein College of Medicine	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-david-lee-eysler-md-11308774
David Lee Stern, MD	Cardiology, Internal Medicine	SUNY Downstate College of Medicine	/find-care/find-a-doctor/cardiology/dr-david-lee-stern-md-11372574
David Lotfi, MD	Internal Medicine	Long Island Jewish Forest Hills GME Office	/find-care/find-a-doctor/internal-medicine/dr-david-lotfi-md-11310712
David Louis Battinelli, MD	Internal Medicine	Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/internal-medicine/dr-david-louis-battinelli-md-11317806
David M Arbesfeld, MD	Dermatology, Dermatopathology	UMDNJ / Robert Wood Johnson Medical School	/find-care/find-a-doctor/dermatology/dr-david-m-arbesfeld-md-11313796
David M Breidbart, MD	Pulmonary Disease, Internal Medicine	North Shore University Hospital	/find-care/find-a-doctor/pulmonary-disease/dr-david-m-breidbart-md-11307816
David M Dines, MD	Orthopaedic Surgery	Robert Wood Johnson Medical School at Camden	/find-care/find-a-doctor/orthopaedic-surgery/dr-david-m-dines-md-11307207
David M Kaminsky, MD	Psychiatry	Universidad Autonoma de Guadalajara	/find-care/find-a-doctor/psychiatry/dr-david-m-kaminsky-md-11308767
David Mark Witkes, DO	Interventional Cardiology, Cardiology, Internal Medicine	New York College of Osteopathic Medicine	/find-care/find-a-doctor/cardiology/dr-david-mark-witkes-do-11311198
David Martin Blende, DDS	Dental Medicine		/find-care/find-a-doctor/dental-medicine/dr-david-martin-blende-dds-11363345
David Matthew Foster, MD	Emergency Medicine, Pediatric Emergency Medicine	Indiana Univ School of Medicine	/find-care/find-a-doctor/emergency-medicine/dr-david-matthew-foster-md-11361830
David Matthew Light, MD	Plastic Surgery, Surgery	Lenox Hill Hospital, Cleveland Clinic	/find-care/find-a-doctor/plastic-surgery/dr-david-matthew-light-md-11362087
David Mayer Hoenig, MD	Urology	University of Rochester Schl of Medicine/Dentistry	/find-care/find-a-doctor/urology/dr-david-mayer-hoenig-md-11362064
David Michael Fastenberg, MD	Ophthalmology	Clinical Associate Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/ophthalmology/dr-david-michael-fastenberg-md-11307169
David Michael Matusz, MD	Orthopaedic Surgery, Spine Surgery	Lenox Hill Hospital	/find-care/find-a-doctor/spine-surgery/dr-david-michael-matusz-md-11355477
David Michael Wasser, MD	Otolaryngology	University of Illinois at Chicago College of Med, Northwestern Memorial Hospital	/find-care/find-a-doctor/otolaryngology/dr-david-michael-wasser-md-11314765
David Mitchell Katz, MD	Pulmonary Disease, Critical Care Medicine, Internal Medicine	Montefiore Medical Center - Moses Division	/find-care/find-a-doctor/pulmonary-disease/dr-david-mitchell-katz-md-11316961
David Neal Siegel, MD	Vascular/Intervent Radiology, Diagnostic Radiology	Assistant Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/diagnostic-radiology/dr-david-neal-siegel-md-11309775
David Newman, MD	Psychiatry, Child/Adolescent Psychiatry	Interfaith Medical Center	/find-care/find-a-doctor/psychiatry/dr-david-newman-md-11315366
David O Volpi, MD	Otolaryngology	New York Eye and Ear Infirmary	/find-care/find-a-doctor/otolaryngology/dr-david-o-volpi-md-11357944
David Pat Fuschetto, MD	Cardiology, Interventional Cardiology, Internal Medicine, Nuclear Cardiology	Long Island Jewish Medical Center	/find-care/find-a-doctor/cardiology/dr-david-pat-fuschetto-md-11360529
David Peter Bross, MD	Psychiatry	Albert Einstein College of Medicine	/find-care/find-a-doctor/psychiatry/dr-david-peter-bross-md-11313930
David Phillip Magier, MD	Gastroenterology, Internal Medicine	Long Island Jewish Medical Center	/find-care/find-a-doctor/gastroenterology/dr-david-phillip-magier-md-11315803
David Podwall, MD	Electrodiagnostic Medicine, Neurology	Albert Einstein College of Medicine	/find-care/find-a-doctor/neurology/dr-david-podwall-md-11316290
David R Edelstein, MD	Otolaryngology	Boston University	/find-care/find-a-doctor/otolaryngology/dr-david-r-edelstein-md-11355318
David R Pfaff, MD	Internal Medicine	Staten Island University Hospital	/find-care/find-a-doctor/internal-medicine/dr-david-r-pfaff-md-11365235
David R Rosman, MD	Cardiology, Internal Medicine	McGill University	/find-care/find-a-doctor/cardiology/dr-david-r-rosman-md-11309528
David Rosenberg, MD	Pediatrics	Winthrop University Hospital	/find-care/find-a-doctor/pediatrics/dr-david-rosenberg-md-11316875
David S Karan, MD	Ophthalmology	Brooklyn Eye & Ear, Harvard Medical School	/find-care/find-a-doctor/ophthalmology/dr-david-s-karan-md-11308865
David S Lerner, MD	Ophthalmology	Long Island Jewish Medical Center	/find-care/find-a-doctor/ophthalmology/dr-david-s-lerner-md-11315816
David S. Eskreis, MD	Gastroenterology, Internal Medicine	Bronx Municipal Hospital Center	/find-care/find-a-doctor/gastroenterology/dr-david-s-eskreis-md-11307951
David S. Hirschorn, MD	Radiology, Diagnostic Radiology	Rutgers - New Jersey Medical School  - GME	/find-care/find-a-doctor/radiology/dr-david-s-hirschorn-md-11366111
David Schwartz, DDS	Oral/Maxillofacial Surgery	Mount Sinai St Lukes-Roosevelt Hospital Center	/find-care/find-a-doctor/oral-maxillofacial-surgery/dr-david-schwartz-dds-11314766
David Scott Kugler, MD	Emergency Medicine, Emergency Medical Services	Boston University	/find-care/find-a-doctor/emergency-medicine/dr-david-scott-kugler-md-11309148
David Scott Palilla, MD	Anesthesiology	State University of New York at Stony Brook	/find-care/find-a-doctor/anesthesiology/dr-david-scott-palilla-md-11360133
David Scott Sarkany, MD	Body Imaging, Diagnostic Radiology	Westchester Medical Center	/find-care/find-a-doctor/body-imaging/dr-david-scott-sarkany-md-11365656
David Sedaghat, MD	Cardiology, Internal Medicine	Ross Univ School of Medicine Dominica West Indies	/find-care/find-a-doctor/cardiology/dr-david-sedaghat-md-11353230
David Seth Grossman, MD	Cardiology, Internal Medicine	University of Pennsylvania School of Medicine	/find-care/find-a-doctor/cardiology/dr-david-seth-grossman-md-11308703
David Shafer, MD	Plastic Surgery, Surgery	Maricopa Integrated Health System / Med Ctr, Mayo Graduate School of Medicine	/find-care/find-a-doctor/surgery/dr-david-shafer-md-11358351
David Snyder, MD	Neurology	University of Maryland Medical System	/find-care/find-a-doctor/neurology/dr-david-snyder-md-11358106
David Sosnowik, MD	Gastroenterology, Internal Medicine	Long Island Jewish Medical Center	/find-care/find-a-doctor/gastroenterology/dr-david-sosnowik-md-11314629
David Steven Kirsch, MD	Ophthalmology	SUNY Health Science Center at Brooklyn	/find-care/find-a-doctor/ophthalmology/dr-david-steven-kirsch-md-11314127
David T. Zitner, MD	Orthopaedic Surgery	Mount Sinai School of Medicine	/find-care/find-a-doctor/orthopaedic-surgery/dr-david-t-zitner-md-11309919
David Tavdy, MD	Internal Medicine	City Hospital, State University of New York (SUNY) at Stony Brook	/find-care/find-a-doctor/internal-medicine/dr-david-tavdy-md-11316844
David Taylor Majure, MD, MPH	Adv Heart Fail Trnsplnt Cardio, Cardiology, Internal Medicine	Johns Hopkins University School of Medicine	/find-care/find-a-doctor/cardiology/dr-david-taylor-majure-md-mph-11372448
David Taylor, MD	Internal Medicine		/find-care/find-a-doctor/internal-medicine/dr-david-taylor-md-11362842
David Tesser, MD	Plastic Surgery, Surgery	Nassau University Medical Center, Baystate Medical Center - Springfield	/find-care/find-a-doctor/surgery/dr-david-tesser-md-11317104
David Viktor Tuckman, MD	Orthopaedic Surgery, Sports Medicine, Surgery of the Hand	Albert Einstein College of Medicine	/find-care/find-a-doctor/sports-medicine/dr-david-viktor-tuckman-md-11316525
David Walter Finn, MD	Internal Medicine, Addiction Psychiatry	Staten Island University Hospital	/find-care/find-a-doctor/internal-medicine/dr-david-walter-finn-md-11364566
David Walter Rosenthal, DO, PhD	Allergy and Immunology, Internal Medicine	St Michaels Medical Center - Newark	/find-care/find-a-doctor/allergy-and-immunology/dr-david-walter-rosenthal-do-phd-11317265
David William Silver, MD	Emergency Medicine	University of Chicago Pritzker School of Medicine	/find-care/find-a-doctor/emergency-medicine/dr-david-william-silver-md-11359018
David Yat  San Chan, MD	Urology	Assistant Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/urology/dr-david-yat-san-chan-md-11350078
Davinder Kumar, MBBS	Internal Medicine, Hospice/Palliative Medicine	Christian Medical College, Punjab University	/find-care/find-a-doctor/internal-medicine/dr-davinder-kumar-mbbs-11350408
Dayanand V. Huded, MD	Nephrology, Internal Medicine	Dr Br Ambedkar Medical College	/find-care/find-a-doctor/nephrology/dr-dayanand-v-huded-md-11313613
Daysi Xiomara Baez, MD	Internal Medicine	NewYork-Presbyterian/Queens	/find-care/find-a-doctor/internal-medicine/dr-daysi-xiomara-baez-md-11314113
Dean Paul Pappas, MD	Colon/Rectal Surgery, Surgery	State University of New York (SUNY) at Stony Brook	/find-care/find-a-doctor/surgery/dr-dean-paul-pappas-md-11350926
Deanna Lisa Barranco, DDS	Dental Medicine	Staten Island University Hospital	/find-care/find-a-doctor/dental-medicine/dr-deanna-lisa-barranco-dds-11365527
Deba Prasad Banerji, MD	Internal Medicine	Maimonides Medical Center	/find-care/find-a-doctor/internal-medicine/dr-deba-prasad-banerji-md-11365638
Deborah Aanonsen, DO	Internal Medicine	Wyckoff Heights Medical Center	/find-care/find-a-doctor/internal-medicine/dr-deborah-aanonsen-do-11366054
Deborah Ann Moerck-Johnson, DO	Pediatrics	Good Samaritan Hospital Medical Center	/find-care/find-a-doctor/pediatrics/dr-deborah-ann-moerck-johnson-do-11309279
Deborah Gries, DMD	Pediatric Dental Medicine	Staten Island University Hospital	/find-care/find-a-doctor/pediatric-dental-medicine/dr-deborah-gries-dmd-11366629
Deborah Jill Mensch, MD	Pediatric Cardiology, Pediatrics	Childrens Hospital National Medical Center - DC	/find-care/find-a-doctor/pediatrics/dr-deborah-jill-mensch-md-11348376
Deborah Jody Neumann, MD	Cardiology, Internal Medicine	Boston University Medical Center - GME	/find-care/find-a-doctor/cardiology/dr-deborah-jody-neumann-md-11317577
Deborah Louise Duprey-Murphy, MD	Obstetrics and Gynecology	Nassau University Medical Center	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-deborah-louise-duprey-murphy-md-11352833
Deborah Lynn Pfeffer, MD	Psychiatry	Albert Einstein College of Medicine - Yeshiva Univ, Mount Sinai Beth Israel -- Petrie Division	/find-care/find-a-doctor/psychiatry/dr-deborah-lynn-pfeffer-md-11348363
Deborah Lynne Dubensky, MD	Anesthesiology	New York Medical College	/find-care/find-a-doctor/anesthesiology/dr-deborah-lynne-dubensky-md-11354116
Deborah M Ushkow, MD	Pulmonary Disease, Critical Care Medicine, Internal Medicine	Mount Sinai Beth Israel -- Petrie Division	/find-care/find-a-doctor/pulmonary-disease/dr-deborah-m-ushkow-md-11311642
Deborah Messina, DO	Pediatrics	Winthrop University Hospital	/find-care/find-a-doctor/pediatrics/dr-deborah-messina-do-11316831
Deborah Rachelle Shatzkes, MD	Diagnostic Radiology, Neuroradiology	SUNY Downstate College of Medicine	/find-care/find-a-doctor/neuroradiology/dr-deborah-rachelle-shatzkes-md-11359606
Deborah Rehm, CSW	Social Work		/find-care/find-a-doctor/social-work/dr-deborah-rehm-csw-11363889
Deborah S Saunders, MD	Adolescent Medicine, Pediatrics	Bronx Municipal Hospital Center	/find-care/find-a-doctor/pediatrics/dr-deborah-s-saunders-md-11308708
Deborah Schron, MD	Anatomic/Clinical Pathology	Johns Hopkins University School of Medicine, Johns Hopkins University School of Medicine	/find-care/find-a-doctor/anatomic-clinical-pathology/dr-deborah-schron-md-11351585
Deborah Yourish Porges, MD	Dermatology	New York Hospital Weill Cornell Medical Center	/find-care/find-a-doctor/dermatology/dr-deborah-yourish-porges-md-11311434
Debra B. Blum, DDS	Oral/Maxillofacial Surgery	Long Island Jewish Medical Center, Metropolitan Hospital Center	/find-care/find-a-doctor/oral-maxillofacial-surgery/dr-debra-b-blum-dds-11315286
Debra Beth Manheim, DPM	Podiatric Medicine and Surgery	Long Island Jewish Forest Hills GME Office, Wyckoff Heights Medical Center	/find-care/find-a-doctor/podiatric-medicine-and-surgery/dr-debra-beth-manheim-dpm-11312814
Debra J Werner, DO	Obstetrics and Gynecology	Lutheran Medical Center - Brooklyn	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-debra-j-werner-do-11366128
Debra L. Green, MD	Internal Medicine	Lenox Hill Hospital	/find-care/find-a-doctor/internal-medicine/dr-debra-l-green-md-11356353
Debra M Kroll, MD	Ophthalmology	Tufts-New England Medical Center	/find-care/find-a-doctor/ophthalmology/dr-debra-m-kroll-md-11355252
Deena Wajdy Hailoo, MD	Internal Medicine	Ross University School of Medicine	/find-care/find-a-doctor/internal-medicine/dr-deena-wajdy-hailoo-md-11371661
Deepa Japra, MD	Emergency Medicine	Detroit Receiving Hospital and University Hlth Ctr	/find-care/find-a-doctor/emergency-medicine/dr-deepa-japra-md-11366910
Deepa Ramaswamy Ravikumar, MD	Emergency Medicine	San Francisco General Hospital and Medical Center	/find-care/find-a-doctor/emergency-medicine/dr-deepa-ramaswamy-ravikumar-md-11371433
Deepak G Vadhan, MD	Pulmonary Disease, Internal Medicine, Critical Care Medicine, Geriatric Medicine, Sleep Medicine	Brooklyn Hospital Center - Downtown Campus	/find-care/find-a-doctor/sleep-medicine/dr-deepak-g-vadhan-md-11364138
Deepak Nanda, MBBS	Maternal/Fetal Medicine, Obstetrics and Gynecology	JNM Medical College, All India Institute of Medical Sciences	/find-care/find-a-doctor/maternal-fetal-medicine/dr-deepak-nanda-mbbs-11312669
Deepak Vadada, MD	Gastroenterology, Internal Medicine	Lenox Hill Hospital	/find-care/find-a-doctor/gastroenterology/dr-deepak-vadada-md-11359230
Deepti Nahar, MD	Obstetrics and Gynecology	Min Invasive Gyn Surg&Robotics-North Shore University Hospital	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-deepti-nahar-md-11363419
Delbert G Robinson, MD	Psychiatry	Univ of Tennessee Memphis	/find-care/find-a-doctor/psychiatry/dr-delbert-g-robinson-md-11315480
Delfin George Ibanez, MD	Psychiatry	Staten Island University Hospital	/find-care/find-a-doctor/psychiatry/dr-delfin-george-ibanez-md-11364498
Demetrios Halikiopoulos, DO	Ophthalmology	State University of NY Health Sci Ctr/Brooklyn	/find-care/find-a-doctor/ophthalmology/dr-demetrios-halikiopoulos-do-11317021
Demetrios Markouizos, MD	Pediatrics	New York Methodist Hospital	/find-care/find-a-doctor/pediatrics/dr-demetrios-markouizos-md-11308707
Dena Daglian, MD	Pulmonary Disease, Critical Care Medicine, Internal Medicine	North Shore University Hospital	/find-care/find-a-doctor/pulmonary-disease/dr-dena-daglian-md-11372380
Denis A. Ostrovskiy, MD	Neurology, Electrodiagnostic Medicine, Clinical Neurophysiology	Saint Petersburg State Pediatric Medical Academy	/find-care/find-a-doctor/neurology/dr-denis-a-ostrovskiy-md-11316200
Denise Anne Hayes, MD	Pediatrics, Pediatric Cardiology	Childrens Hospital of New York-Presbyterian	/find-care/find-a-doctor/pediatrics/dr-denise-anne-hayes-md-11361879
Denise C DeCostanzo, MD	Anatomic/Clinical Pathology	State University of New York (SUNY) at Stony Brook	/find-care/find-a-doctor/anatomic-clinical-pathology/dr-denise-c-decostanzo-md-11311331
Denise Carolyn Woodall-Ruff, MD	Pediatrics	State University of New York at Buffalo (Medicine)	/find-care/find-a-doctor/pediatrics/dr-denise-carolyn-woodall-ruff-md-11369456
Denise Emily Lester, MD	Obstetrics and Gynecology	Long Island College Hospital	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-denise-emily-lester-md-11352970
Denise G Casinover-Raio, DPM	Podiatric Medicine and Surgery	VA Connecticut Healthcare System - West Haven	/find-care/find-a-doctor/podiatric-medicine-and-surgery/dr-denise-g-casinover-raio-dpm-11354710
Denise Janus-Ruttgeizer, MD	Pulmonary Disease, Critical Care Medicine, Internal Medicine	Montefiore Medical Center - Moses Division	/find-care/find-a-doctor/pulmonary-disease/dr-denise-janus-ruttgeizer-md-11311255
Denise M. Vey Voda, DDS	Prosthodontics	Memorial Sloan-Kettering Cancer Center	/find-care/find-a-doctor/prosthodontics/dr-denise-m-vey-voda-dds-11314669
Deniz Cereb, MD	Pediatrics	State University of NY Health Science Ctr/Brooklyn	/find-care/find-a-doctor/pediatrics/dr-deniz-cereb-md-11366820
Dennis E Carey, MD	Pediatric Endocrinology, Pediatrics	SUNY Health Science Center at Brooklyn	/find-care/find-a-doctor/pediatrics/dr-dennis-e-carey-md-11312171
Dennis Fassman, MD	Podiatric Medicine and Surgery	Huntington Hospital	/find-care/find-a-doctor/podiatric-medicine-and-surgery/dr-dennis-fassman-md-11354597
Dennis Harry Kraus, MD	Otolaryngology, Head/Neck Surgery	University of Rochester Schl of Medicine/Dentistry	/find-care/find-a-doctor/otolaryngology/dr-dennis-harry-kraus-md-11360057
Dennis J Gormley, MD	Ophthalmology	State University of NY Health Science Ctr/Brooklyn	/find-care/find-a-doctor/ophthalmology/dr-dennis-j-gormley-md-11366822
Dennis Keith Miller, MD	Infectious Disease, Internal Medicine	Lenox Hill Hospital	/find-care/find-a-doctor/internal-medicine/dr-dennis-keith-miller-md-11356344
Dennis L Bernardini, MD	Pulmonary Disease, Internal Medicine, Critical Care Medicine, Geriatric Medicine	Mount Sinai St Lukes-Roosevelt Hospital Center	/find-care/find-a-doctor/pulmonary-disease/dr-dennis-l-bernardini-md-11354685
Dennis Merchant Brustein, MD	Dermatology		/find-care/find-a-doctor/dermatology/dr-dennis-merchant-brustein-md-11349123
Derek Jeffrey Chong, MD	Neurology, Clinical Neurophysiology, Sleep Medicine	Assistant Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/neurology/dr-derek-jeffrey-chong-md-11371246
Derek Ralph Brinster, MD	Cardiothoracic Surgery, Surgery	Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/surgery/dr-derek-ralph-brinster-md-11363468
Derreck Raimo, MD	Emergency Medicine	Jacobi Medical Center	/find-care/find-a-doctor/emergency-medicine/dr-derreck-raimo-md-11362502
Desiree K Merrell, MD	Pediatrics	Long Island Jewish Medical Center, North Shore University Hospital, Steven and Alexandra Cohen Childrens Med Ctr of NY	/find-care/find-a-doctor/pediatrics/dr-desiree-k-merrell-md-11308280
Dev Kamdar, MD	Otolaryngology, Head/Neck Surgery	University of Illinois at Chicago	/find-care/find-a-doctor/otolaryngology/dr-dev-kamdar-md-11367077
Devayani M Patel, MBBS	Nuclear Medicine, Diagnostic Radiology, Neuroradiology	Brooklyn Hospital Center - Downtown Campus	/find-care/find-a-doctor/neuroradiology/dr-devayani-m-patel-mbbs-11365724
Devjani Das, MD	Emergency Medicine	Drexel University College of Medicine - Queen Lane	/find-care/find-a-doctor/emergency-medicine/dr-devjani-das-md-11364243
Devon Andrew Klein, MD, MPH	Diagnostic Radiology, Musculoskeletal Radiology	George Washington University	/find-care/find-a-doctor/diagnostic-radiology/dr-devon-andrew-klein-md-mph-11357876
Devon Kimberly Addonizio, MD	Psychiatry	Mount Sinai Beth Israel -- Petrie Division, New York University School of Medicine	/find-care/find-a-doctor/psychiatry/dr-devon-kimberly-addonizio-md-11357429
Dewan Nazimul Haque, MD	Anesthesiology, Pediatric Anesthesiology	Chittagong Medical College	/find-care/find-a-doctor/anesthesiology/dr-dewan-nazimul-haque-md-11366925
Deyun Yang, MD	Internal Medicine	Jinzhou Medical College, Albert Einstein College of Medicine	/find-care/find-a-doctor/internal-medicine/dr-deyun-yang-md-11313126
Dhanashri Pandurang Miskin, MD	Neurology	New York University Langone Medical Center	/find-care/find-a-doctor/neurology/dr-dhanashri-pandurang-miskin-md-11372093
Dharmesh N Patel, MD	Psychiatry	Civil Hospital Bharuch	/find-care/find-a-doctor/psychiatry/dr-dharmesh-n-patel-md-11366598
Dharmeshkumar Vallabhbhai Sutariya, MD, MBBS	Nephrology, Internal Medicine	Mount Sinai Services City Hospital of Elmhurst GME	/find-care/find-a-doctor/nephrology/dr-dharmeshkumar-vallabhbhai-sutariya-md-mbbs-11354740
Dheeraj Khanna, MD	Pulmonary Disease, Critical Care Medicine, Internal Medicine, Sleep Medicine	North Shore University Hospital	/find-care/find-a-doctor/pulmonary-disease/dr-dheeraj-khanna-md-11353032
Dheeraj Khurana, MBBS	Cardiology, Cardiology, Internal Medicine	Brookdale University Hospital and Medical Center	/find-care/find-a-doctor/cardiology/dr-dheeraj-khurana-mbbs-11349974
Diana Cherezova, MD	Internal Medicine, Geriatric Medicine	New York Methodist Hospital	/find-care/find-a-doctor/internal-medicine/dr-diana-cherezova-md-11369529
Diana Claudette Martins-Welch, MD	Internal Medicine, Hospice/Palliative Medicine	State Univ of NY at Stony Brook School of Medicine	/find-care/find-a-doctor/internal-medicine/dr-diana-claudette-martins-welch-md-11363442
Diana Kaplinsky, DO	Internal Medicine	Mount Sinai Hospital of Queens	/find-care/find-a-doctor/internal-medicine/dr-diana-kaplinsky-do-11364007
Diana Kornreich, MD	Psychiatry, Child/Adolescent Psychiatry	Long Island Jewish Medical Center	/find-care/find-a-doctor/psychiatry/dr-diana-kornreich-md-11311394
Diana Lynn Crevi, MD	Pediatric Emergency Medicine, Pediatrics	Virginia Commonwealth University	/find-care/find-a-doctor/pediatrics/dr-diana-lynn-crevi-md-11313264
Diana Marie Pintus-Emma, MD	Pediatrics	Staten Island University Hospital	/find-care/find-a-doctor/pediatrics/dr-diana-marie-pintus-emma-md-11365994
Diana Mary Valcich, MD	Emergency Medicine, Sports Medicine	New York Methodist Hospital of Brooklyn	/find-care/find-a-doctor/emergency-medicine/dr-diana-mary-valcich-md-11352375
Diana Yoon-Schwartz, MD, PhD	Plastic Surgery, Surgery	Albert Einstein College of Medicine - Yeshiva Univ, University of California at Los Angeles	/find-care/find-a-doctor/surgery/dr-diana-yoon-schwartz-md-phd-11346114
Diane G Tanenbaum, MD	Dermatology	Bellevue Hospital Center	/find-care/find-a-doctor/dermatology/dr-diane-g-tanenbaum-md-11356691
Diane Jessica Sacks, MD	Psychiatry	New York Hospital Weill Cornell Medical Center, New York University Medical Center	/find-care/find-a-doctor/psychiatry/dr-diane-jessica-sacks-md-11315171
Diane Michelle Horowitz, MD	Rheumatology, Internal Medicine	State University of New York at Stony Brook	/find-care/find-a-doctor/rheumatology/dr-diane-michelle-horowitz-md-11352698
Diane Prayongratana Romsaitong, MD	Ophthalmology	St Josephs Regional Medical Center	/find-care/find-a-doctor/ophthalmology/dr-diane-prayongratana-romsaitong-md-11350928
Diane Susan Correia, DO	Anesthesiology	Nassau University Medical Center	/find-care/find-a-doctor/anesthesiology/dr-diane-susan-correia-do-11361578
Dianne Silvia Acuna, MD	Cardiology, Internal Medicine, Cardiology	Staten Island University Hospital	/find-care/find-a-doctor/cardiology/dr-dianne-silvia-acuna-md-11365596
Diego J Herbstein, MD	Neurology	Albert Einstein College of Medicine - Yeshiva Univ	/find-care/find-a-doctor/neurology/dr-diego-j-herbstein-md-11356108
Dima Teitelman, MD	Cardiology, Internal Medicine	Cardiovascular Disease-North Shore University Hospital	/find-care/find-a-doctor/cardiology/dr-dima-teitelman-md-11316063
Dimitra Theodoropoulos, MD	Surgery, Colon/Rectal Surgery	Western Pennsylvania Hospital	/find-care/find-a-doctor/surgery/dr-dimitra-theodoropoulos-md-11350154
Dimitri Nikitas Kessaris, MD	Urology	Long Island Jewish Medical Center, Long Island Jewish Medical Center	/find-care/find-a-doctor/urology/dr-dimitri-nikitas-kessaris-md-11310389
Dimitry Rabkin, MD	Otolaryngology	Albany Medical Center Hospital	/find-care/find-a-doctor/otolaryngology/dr-dimitry-rabkin-md-11356718
Dina Hirsch, PhD	Child Psychology	Long Island Jewish Medical Center	/find-care/find-a-doctor/child-psychology/dr-dina-hirsch-phd-11317066
Dinabel Del Carmen Peralta-Reich, MD	Pediatrics	Assistant Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/pediatrics/dr-dinabel-del-carmen-peralta-reich-md-11360640
Dinara Muratovna Amanbekova, MD	Psychiatry, Child/Adolescent Psychiatry	State University of NY Health Science Ctr/Brooklyn	/find-care/find-a-doctor/psychiatry/dr-dinara-muratovna-amanbekova-md-11354073
Dinesh K. Verma, DO	Emergency Medicine	St Barnabas Hospital	/find-care/find-a-doctor/emergency-medicine/dr-dinesh-k-verma-do-11317705
Dipak Bhikhallal Patel, MD	Anesthesiology	Worcester City Hospital-UMMC - CLOSED, Brookhaven Memorial Hospital Medical Center	/find-care/find-a-doctor/anesthesiology/dr-dipak-bhikhallal-patel-md-11353015
Dipak H. Kholwadwala, MD	Pediatric Cardiology, Pediatrics	University of Baroda	/find-care/find-a-doctor/pediatrics/dr-dipak-h-kholwadwala-md-11308414
Dipti Ram Mirchandani, MD	Pediatrics	St Georges University School of Medicine - Grenada	/find-care/find-a-doctor/pediatrics/dr-dipti-ram-mirchandani-md-11363593
Dipti Ravindranath, MD	Internal Medicine	Montefiore Medical Center - North Division, St Barnabas Hospital	/find-care/find-a-doctor/internal-medicine/dr-dipti-ravindranath-md-11363445
Divyesh Vasant Sejpal, MD	Gastroenterology, Internal Medicine	American University of the Caribbean	/find-care/find-a-doctor/gastroenterology/dr-divyesh-vasant-sejpal-md-11361689
Dmitri Alden, MD	Surgery	St Vincents Catholic Medical Centers	/find-care/find-a-doctor/surgery/dr-dmitri-alden-md-11357026
Dmitry B Aniskin, MD	Psychiatry, Addiction Psychiatry	Mount Sinai Beth Israel -- Petrie Division	/find-care/find-a-doctor/psychiatry/dr-dmitry-b-aniskin-md-11366018
Dmitry Shapiro, DMD	Dental Medicine	Staten Island University Hospital	/find-care/find-a-doctor/dental-medicine/dr-dmitry-shapiro-dmd-11364975
Dodis Kohan, MD	Obstetrics and Gynecology	State Univ of NY at Buffalo School of Medicine	/find-care/find-a-doctor/obstetrics-and-gynecology/dr-dodis-kohan-md-11310900
Dolly Sharma, MD	Pediatric Infectious Disease, Pediatrics	St Vincents Catholic Medical Ctr/Brooklyn-Queens	/find-care/find-a-doctor/pediatrics/dr-dolly-sharma-md-11365274
Domenick Acquista, MD	Internal Medicine	St Georges Univ School of Medicine	/find-care/find-a-doctor/internal-medicine/dr-domenick-acquista-md-11373164
Dominic Andrew Filardi, MD	Surgery	Georgetown University School of Medicine	/find-care/find-a-doctor/surgery/dr-dominic-andrew-filardi-md-11308139
Dominic John Altieri, MD	Diagnostic Radiology	State University of New York at Buffalo (Medicine)	/find-care/find-a-doctor/diagnostic-radiology/dr-dominic-john-altieri-md-11316107
Dominick Gadaleta, MD	Surgery	Assistant Professor, Hofstra Northwell School of Medicine	/find-care/find-a-doctor/surgery/dr-dominick-gadaleta-md-11308420
Donald Anthony McCord, MD	Cardiology, Internal Medicine, Interventional Cardiology, Nuclear Cardiology	New York Medical College	/find-care/find-a-doctor/cardiology/dr-donald-anthony-mccord-md-11364226
Donald Fagelman, MD	Diagnostic Radiology, Nuclear Medicine	SUNY Upstate Medical University Coll of Medicine	/find-care/find-a-doctor/nuclear-medicine/dr-donald-fagelman-md-11346200
Donald John Palmadessa, MD	Gastroenterology, Internal Medicine	State University of NY Health Sci Ctr/Brooklyn	/find-care/find-a-doctor/gastroenterology/dr-donald-john-palmadessa-md-11311845
Donald Munro Fox, MD	Ophthalmology	Lenox Hill Hospital	/find-care/find-a-doctor/ophthalmology/dr-donald-munro-fox-md-11311042
Donald P Lawrence, MD	Pediatrics	Long Island Jewish Medical Center	/find-care/find-a-doctor/pediatrics/dr-donald-p-lawrence-md-11307649
Donald R Ratcliffe, DDS	Dental Medicine	Staten Island University Hospital	/find-care/find-a-doctor/dental-medicine/dr-donald-r-ratcliffe-dds-11363783
Donald Ross Tanenbaum, DDS	Dental Medicine	Columbia Univ School of Dentistry	/find-care/find-a-doctor/dental-medicine/dr-donald-ross-tanenbaum-dds-11315898
