place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	permanently_closed	opening_hours	price_level	rating	url	utc_offset	vicinity
ChIJvVqHJ9Y93YkR4l1ZqHYlecA	Peter Zakow, Md	2 Columbia St #300, Poughkeepsie, NY 12601, USA	416.958.229	-739.373.134	(845) 483-0100	+1 845-483-0100	http://www.healthquest.org/medical-practice/hqmp-home.aspx					https://maps.google.com/?cid=13869157719024950754	-240	2 Columbia Street #300, Poughkeepsie
ChIJvXN6tn8-3YkRxW3rLVTciEA	Vassar Brother Wound Care Center	21 Fox St #104, Poughkeepsie, NY 12601, USA	41.690.183	-7.393.339.139.999.990	(845) 454-8500	+1 845-454-8500						https://maps.google.com/?cid=4650208869365804485	-240	21 Fox Street #104, Poughkeepsie
ChIJXWljjB8U3YkRkRNMT9qlB5w	Hyde Park Podiatry	3 Kirchner Ave, Hyde Park, NY 12538, USA	41.786.242	-7.393.431	(845) 229-0092	+1 845-229-0092	http://www.drjoeg.com/		{u'weekday_text': [u'Monday: 9:00 AM \u2013 5:00 PM', u'Tuesday: 9:00 AM \u2013 5:00 PM', u'Wednesday: 9:00 AM \u2013 5:00 PM', u'Thursday: 9:00 AM \u2013 5:00 PM', u'Friday: 9:00 AM \u2013 5:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1700'}, u'open': {u'day': 1, u'time': u'0900'}}, {u'close': {u'day': 2, u'time': u'1700'}, u'open': {u'day': 2, u'time': u'0900'}}, {u'close': {u'day': 3, u'time': u'1700'}, u'open': {u'day': 3, u'time': u'0900'}}, {u'close': {u'day': 4, u'time': u'1700'}, u'open': {u'day': 4, u'time': u'0900'}}, {u'close': {u'day': 5, u'time': u'1700'}, u'open': {u'day': 5, u'time': u'0900'}}]}			https://maps.google.com/?cid=11243137351805571985	-240	3 Kirchner Avenue, Hyde Park
ChIJKeVJRw_LxIkRKKb6eyuLzpA	W. David Fitzpatrick, MD, FACC	29 Woodlands Dr, Waymart, PA 18412, USA	415.823.363	-75.400.877	(570) 488-9930	+1 570-488-9930	http://www.commonwealthhealth.net/					https://maps.google.com/?cid=10434430405543896616	-240	29 Woodlands Drive, Waymart
ChIJe7UeyRxww4kRc3YDRT3Hbu4	Pavilion Unit	175 High St, Newton, NJ 07860, USA	410.576.262	-747.682.911								https://maps.google.com/?cid=17180888694429808243	-240	175 High Street, Newton
ChIJpSLAGQxOwYkRBEP899aVIJA	Lower Bucks Hospital	501 Bath Rd, Bristol, PA 19007, USA	40.105.196	-74.867.526	(215) 785-9200	+1 215-785-9200	http://lowerbuckshospital.org/				2.9	https://maps.google.com/?cid=10385465491232408324	-240	501 Bath Road, Bristol
ChIJo5b-n-Yvw4kRfYN2J-TMvsw	HRHCare Health Center at Goshen - The Alamo	888 Pulaski Hwy, Goshen, NY 10924, USA	41.339.852	-743.984.818	(845) 651-2298	+1 845-651-2298	http://www.hrhcare.org/healthcenters/goshen-the-alamo/		{u'weekday_text': [u'Monday: 10:00 AM \u2013 6:00 PM', u'Tuesday: 10:00 AM \u2013 6:00 PM', u'Wednesday: 10:00 AM \u2013 7:00 PM', u'Thursday: 10:00 AM \u2013 8:00 PM', u'Friday: 10:00 AM \u2013 3:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1800'}, u'open': {u'day': 1, u'time': u'1000'}}, {u'close': {u'day': 2, u'time': u'1800'}, u'open': {u'day': 2, u'time': u'1000'}}, {u'close': {u'day': 3, u'time': u'1900'}, u'open': {u'day': 3, u'time': u'1000'}}, {u'close': {u'day': 4, u'time': u'2000'}, u'open': {u'day': 4, u'time': u'1000'}}, {u'close': {u'day': 5, u'time': u'1500'}, u'open': {u'day': 5, u'time': u'1000'}}]}		4	https://maps.google.com/?cid=14753454709599011709	-240	888 Pulaski Highway, Goshen
ChIJ9aUaQcHexIkRi731syH2nYo	Lake Scranton Urgent Care	1141 Moosic St #3, Scranton, PA 18505, USA	413.968.232	-756.482.613	(855) 990-2273	+1 855-990-2273	http://www.lakescrantonurgentcare.com/		{u'weekday_text': [u'Monday: 9:00 AM \u2013 7:00 PM', u'Tuesday: 9:00 AM \u2013 7:00 PM', u'Wednesday: 9:00 AM \u2013 7:00 PM', u'Thursday: 9:00 AM \u2013 7:00 PM', u'Friday: 9:00 AM \u2013 7:00 PM', u'Saturday: 9:00 AM \u2013 5:00 PM', u'Sunday: 9:00 AM \u2013 5:00 PM'], u'open_now': False, u'periods': [{u'close': {u'day': 0, u'time': u'1700'}, u'open': {u'day': 0, u'time': u'0900'}}, {u'close': {u'day': 1, u'time': u'1900'}, u'open': {u'day': 1, u'time': u'0900'}}, {u'close': {u'day': 2, u'time': u'1900'}, u'open': {u'day': 2, u'time': u'0900'}}, {u'close': {u'day': 3, u'time': u'1900'}, u'open': {u'day': 3, u'time': u'0900'}}, {u'close': {u'day': 4, u'time': u'1900'}, u'open': {u'day': 4, u'time': u'0900'}}, {u'close': {u'day': 5, u'time': u'1900'}, u'open': {u'day': 5, u'time': u'0900'}}, {u'close': {u'day': 6, u'time': u'1700'}, u'open': {u'day': 6, u'time': u'0900'}}]}		5	https://maps.google.com/?cid=9988410173191208331	-240	1141 Moosic Street #3, Scranton
ChIJG3PtIG8axYkRh0DeEPs8dUA	Accu Reference Medical Lab, Wappingers Falls PSC	1901 East Linden Ave Suite 8, Wappingers Falls, NY 07036, USA	4.158.811.250.000.000	-7.390.844.729.999.990	(570) 354-0176	+1 570-354-0176	http://www.accureference.com/					https://maps.google.com/?cid=4644685639719993479	-240	1901 East Linden Ave Suite 8, Wappingers Falls
ChIJa4xYr6gP3YkRuQv_vffDaxI	Amber Noelle Mitchell, Md	365 Broadway, Kingston, NY 12401, USA	4.192.585.709.999.990	-739.943.299	(845) 331-5165	+1 845-331-5165	http://www.healthquest.org/medical-practice/hqmp-home.aspx		{u'weekday_text': [u'Monday: 8:30 AM \u2013 5:00 PM', u'Tuesday: 8:30 AM \u2013 5:00 PM', u'Wednesday: 8:30 AM \u2013 5:00 PM', u'Thursday: 8:30 AM \u2013 5:00 PM', u'Friday: 8:30 AM \u2013 5:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1700'}, u'open': {u'day': 1, u'time': u'0830'}}, {u'close': {u'day': 2, u'time': u'1700'}, u'open': {u'day': 2, u'time': u'0830'}}, {u'close': {u'day': 3, u'time': u'1700'}, u'open': {u'day': 3, u'time': u'0830'}}, {u'close': {u'day': 4, u'time': u'1700'}, u'open': {u'day': 4, u'time': u'0830'}}, {u'close': {u'day': 5, u'time': u'1700'}, u'open': {u'day': 5, u'time': u'0830'}}]}			https://maps.google.com/?cid=1327369984002689977	-240	365 Broadway, Kingston
ChIJ17xZ6wJexIkRnDJoI2kP4wc	West End Ambulance	18353, Ross Township, PA 18353, USA	409.084.067	-753.427.294								https://maps.google.com/?cid=568314922218828444	-240	18353, Ross Township
ChIJD6vXtmvWwokReCdDh3Udir0	South Orange Gynecology, P.C.	600 New York 208, Monroe, NY 10950, USA	413.579.738	-7.419.048.579.999.990	(845) 782-7277	+1 845-782-7277					4	https://maps.google.com/?cid=13657761210572154744	-240	600 New York 208, Monroe
ChIJ7-nWpKgP3YkRhRb0vNVIEJQ	Health Quest Medical Practice, P.C. Neurology	365 Broadway, Kingston, NY 12401, USA	41.925.865	-73.994.389	(845) 331-5165	+1 845-331-5165	http://www.healthquest.org/medical-practice/hqmp-home.aspx		{u'weekday_text': [u'Monday: 8:30 AM \u2013 5:00 PM', u'Tuesday: 8:30 AM \u2013 5:00 PM', u'Wednesday: 8:30 AM \u2013 5:00 PM', u'Thursday: 8:30 AM \u2013 5:00 PM', u'Friday: 8:30 AM \u2013 5:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1700'}, u'open': {u'day': 1, u'time': u'0830'}}, {u'close': {u'day': 2, u'time': u'1700'}, u'open': {u'day': 2, u'time': u'0830'}}, {u'close': {u'day': 3, u'time': u'1700'}, u'open': {u'day': 3, u'time': u'0830'}}, {u'close': {u'day': 4, u'time': u'1700'}, u'open': {u'day': 4, u'time': u'0830'}}, {u'close': {u'day': 5, u'time': u'1700'}, u'open': {u'day': 5, u'time': u'0830'}}]}		2	https://maps.google.com/?cid=10669107600076052101	-240	365 Broadway, Kingston
ChIJnbjCuH4t3YkRvCdPGGsC6t4	Horizon Family Medical Group	17 Oakwood Terrace #100, New Windsor, NY 12553, USA	414.656.768	-740.348.721	(845) 561-1270	+1 845-561-1270	http://www.horizonfamilymedical.com/					https://maps.google.com/?cid=16062653679962892220	-240	17 Oakwood Terrace #100, New Windsor
ChIJW5oicieKxIkRTPOzpT9SGfg	PMC Physician Associates	205 Applegate Rd, Stroudsburg, PA 18360, USA	409.936.157	-752.490.378	(570) 629-7201	+1 570-629-7201	http://poconohealthsystem.org/					https://maps.google.com/?cid=17877410629140345676	-240	205 Applegate Road, Stroudsburg
ChIJ91dzw22Dw4kRsKbrxrQw2X0	Emmaus Surgical Center	57 US-46, Hackettstown, NJ 07840, USA	40.844.584	-7.481.367.999.999.990	(908) 813-9600	+1 908-813-9600	http://www.emmaussurgicalcenter.com/		{u'weekday_text': [u'Monday: 7:30 AM \u2013 4:30 PM', u'Tuesday: 7:30 AM \u2013 4:30 PM', u'Wednesday: 7:30 AM \u2013 4:30 PM', u'Thursday: 7:30 AM \u2013 4:30 PM', u'Friday: 7:30 AM \u2013 4:30 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1630'}, u'open': {u'day': 1, u'time': u'0730'}}, {u'close': {u'day': 2, u'time': u'1630'}, u'open': {u'day': 2, u'time': u'0730'}}, {u'close': {u'day': 3, u'time': u'1630'}, u'open': {u'day': 3, u'time': u'0730'}}, {u'close': {u'day': 4, u'time': u'1630'}, u'open': {u'day': 4, u'time': u'0730'}}, {u'close': {u'day': 5, u'time': u'1630'}, u'open': {u'day': 5, u'time': u'0730'}}]}			https://maps.google.com/?cid=9068332877676783280	-240	57 U.S. 46, Hackettstown
ChIJI2DGg8zexIkRjY-IatQxjTU	Lisa Jaramillo, DO	748 Quincy Ave, Scranton, PA 18510, USA	41.410.446	-7.565.014.099.999.990	(570) 961-0851	+1 570-961-0851	http://www.commonwealthhealth.net/				5	https://maps.google.com/?cid=3858795244116545421	-240	748 Quincy Avenue, Scranton
ChIJtfi17eIsw4kRI21quDlGhz0	Elizabeth de la Riva-Velasco, MD	BCHP Middletown Specialty Office, 100 Crystal Run Road, Middletown, NY 10941, USA	414.480.305	-743.570.065	(914) 493-7585	+1 914-493-7585	http://bchphysicians.org/directory/elizabeth-de-la-riva-velasco/					https://maps.google.com/?cid=4433589571890605347	-240	BCHP Middletown Specialty Office, 100 Crystal Run Road, Middletown
ChIJKf5Piha33IkRIR0ikNlaQ6I	Discovery Health Center	606 Old Rte 17, Monticello, NY 12701, USA	4.169.663.200.000.000	-7.472.995.399.999.990	(845) 707-8400	+1 845-707-8400	http://www.thecenterfordiscovery.org/		{u'weekday_text': [u'Monday: 9:00 AM \u2013 5:00 PM', u'Tuesday: 9:00 AM \u2013 5:00 PM', u'Wednesday: 9:00 AM \u2013 5:00 PM', u'Thursday: 9:00 AM \u2013 5:00 PM', u'Friday: 9:00 AM \u2013 5:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1700'}, u'open': {u'day': 1, u'time': u'0900'}}, {u'close': {u'day': 2, u'time': u'1700'}, u'open': {u'day': 2, u'time': u'0900'}}, {u'close': {u'day': 3, u'time': u'1700'}, u'open': {u'day': 3, u'time': u'0900'}}, {u'close': {u'day': 4, u'time': u'1700'}, u'open': {u'day': 4, u'time': u'0900'}}, {u'close': {u'day': 5, u'time': u'1700'}, u'open': {u'day': 5, u'time': u'0900'}}]}			https://maps.google.com/?cid=11692288948056497441	-240	606 Old Route 17, Monticello
ChIJ2V_Z9qhA24kRwdhRnqFz7fU	Northern Wayne Family Health Center	412 Como Rd, Lake Como, PA 18437, USA	41.849.623	-7.533.800.099.999.990	(570) 798-2828	+1 570-798-2828	http://www.wmh.org/		{u'weekday_text': [u'Monday: 8:00 AM \u2013 5:00 PM', u'Tuesday: 8:00 AM \u2013 5:00 PM', u'Wednesday: 8:00 AM \u2013 5:00 PM', u'Thursday: 8:00 AM \u2013 4:00 PM', u'Friday: 8:00 AM \u2013 2:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1700'}, u'open': {u'day': 1, u'time': u'0800'}}, {u'close': {u'day': 2, u'time': u'1700'}, u'open': {u'day': 2, u'time': u'0800'}}, {u'close': {u'day': 3, u'time': u'1700'}, u'open': {u'day': 3, u'time': u'0800'}}, {u'close': {u'day': 4, u'time': u'1600'}, u'open': {u'day': 4, u'time': u'0800'}}, {u'close': {u'day': 5, u'time': u'1400'}, u'open': {u'day': 5, u'time': u'0800'}}]}			https://maps.google.com/?cid=17720947246755862721	-240	412 Como Rd, Lake Como
ChIJMyDZhNAX3YkRe6ie-kr6mH4	The Heart Center, a division of Hudson Valley Cardiovascular Practice, P.C.	222 NY-299, Highland, NY 12528, USA	417.430.133	-7.399.601.729.999.990	(845) 473-1188	+1 845-473-1188	http://www.healthquest.org/medical-practice/hqmp-home.aspx					https://maps.google.com/?cid=9122316245178165371	-240	222 New York 299, Highland
ChIJV_bhYmYP3YkRggil1zPZaIA	Health Quest Medical Practice, P.C. Neurology	150 Sawkill Rd, Kingston, NY 12401, USA	419.492.717	-740.212.781	(845) 750-6977	+1 845-750-6977	http://www.healthquest.org/medical-practice/hqmp-home.aspx					https://maps.google.com/?cid=9252884251117160578	-240	150 Sawkill Road, Kingston
ChIJC4hKUrsP3YkRPkZtkJjL_8g	Benedictine Hospital Chemical Dependency Acute Care Detox	105 Marys Ave, Kingston, NY 12401, USA	419.210.118	-740.000.707	(845) 334-4705	+1 845-334-4705						https://maps.google.com/?cid=14483518782765352510	-240	105 Marys Avenue, Kingston
ChIJt17QlXkP3YkRXfum5zqyHRs	VA Community Based Outpatient Clinic	324 Plaza Rd, Kingston, NY 12401, USA	4.193.750.800.000.000	-7.402.006.159.999.990			https://www.va.gov/directory/guide/facility.asp?id=728					https://maps.google.com/?cid=1953913779412990813	-240	324 Plaza Road, Kingston
ChIJp_jwOrw53YkRXyjlhVo9xzs	Wilfred Yee, Md	1530 U.S. 9, Wappingers Falls, NY 12590, USA	415.935.148	-7.390.863.879.999.990	(845) 297-2511	+1 845-297-2511	http://www.healthquest.org/medical-practice/hqmp-home.aspx		{u'weekday_text': [u'Monday: 8:00 AM \u2013 8:00 PM', u'Tuesday: 8:00 AM \u2013 8:00 PM', u'Wednesday: 8:00 AM \u2013 8:00 PM', u'Thursday: 8:00 AM \u2013 8:00 PM', u'Friday: 8:00 AM \u2013 8:00 PM', u'Saturday: 8:00 AM \u2013 8:00 PM', u'Sunday: 8:00 AM \u2013 8:00 PM'], u'open_now': False, u'periods': [{u'close': {u'day': 0, u'time': u'2000'}, u'open': {u'day': 0, u'time': u'0800'}}, {u'close': {u'day': 1, u'time': u'2000'}, u'open': {u'day': 1, u'time': u'0800'}}, {u'close': {u'day': 2, u'time': u'2000'}, u'open': {u'day': 2, u'time': u'0800'}}, {u'close': {u'day': 3, u'time': u'2000'}, u'open': {u'day': 3, u'time': u'0800'}}, {u'close': {u'day': 4, u'time': u'2000'}, u'open': {u'day': 4, u'time': u'0800'}}, {u'close': {u'day': 5, u'time': u'2000'}, u'open': {u'day': 5, u'time': u'0800'}}, {u'close': {u'day': 6, u'time': u'2000'}, u'open': {u'day': 6, u'time': u'0800'}}]}		4	https://maps.google.com/?cid=4307479027605907551	-240	1530 U.S. 9, Wappingers Falls
ChIJybIMMQWDw4kRyUABXys6r30	Childbirth Family Center	651 Willow Grove St, Hackettstown, NJ 07840, USA	408.617.149	-74.816.019	(908) 979-8899	+1 908-979-8899						https://maps.google.com/?cid=9056521333617279177	-240	651 Willow Grove Street, Hackettstown
ChIJ_____z_sxIkRe4mjAcgyC0g	Mountain Healthcare Center	210 Community Dr, Coolbaugh Township, PA 18466, USA	4.114.852.860.000.000	-7.537.273.920.000.000	(570) 421-7020	+1 570-421-7020	http://mountainvalleyortho.com/					https://maps.google.com/?cid=5191298830076971387	-240	210 Community Drive, Coolbaugh Township
ChIJAd8NgbCCw4kRoPU8O6DNluk	Hackettstown Community Hospital	4 Sunrise Pkwy, Hackettstown, NJ 07840, USA	408.938.958	-747.919.962	(908) 850-6862	+1 908-850-6862						https://maps.google.com/?cid=16831866745416119712	-240	4 Sunrise Parkway, Hackettstown
ChIJW23cRAYtw4kR_npDcyNab9c	Arden Hill Hospital	707 E Main St, Middletown, NY 10940, USA	414.420.519	-743.682.079	(845) 333-1000	+1 845-333-1000	http://www.ormc.org/					https://maps.google.com/?cid=15523725548873546494	-240	707 E Main St, Middletown
ChIJVUs9J4D-3IkRq1bXk2VdAHA	Health Quest Medical Practice, P.C. Primary Care	4080 NY-28, Boiceville, NY 12412, USA	42.007.412	-74.266.804	(845) 657-7820	+1 845-657-7820	http://www.healthquest.org/medical-practice/hqmp-home.aspx		{u'weekday_text': [u'Monday: 8:30 AM \u2013 5:00 PM', u'Tuesday: 8:30 AM \u2013 5:00 PM', u'Wednesday: 8:30 AM \u2013 5:00 PM', u'Thursday: 8:30 AM \u2013 5:00 PM', u'Friday: 8:30 AM \u2013 5:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1700'}, u'open': {u'day': 1, u'time': u'0830'}}, {u'close': {u'day': 2, u'time': u'1700'}, u'open': {u'day': 2, u'time': u'0830'}}, {u'close': {u'day': 3, u'time': u'1700'}, u'open': {u'day': 3, u'time': u'0830'}}, {u'close': {u'day': 4, u'time': u'1700'}, u'open': {u'day': 4, u'time': u'0830'}}, {u'close': {u'day': 5, u'time': u'1700'}, u'open': {u'day': 5, u'time': u'0830'}}]}			https://maps.google.com/?cid=8070553223101372075	-240	4080 New York 28, Boiceville
ChIJhfdrwk6IxIkR0BGrzioqjEw	Bayada	600 Main St #60, Stroudsburg, PA 18360, USA	4.098.560.129.999.990	-751.934.588	(570) 424-4822	+1 570-424-4822	https://www.bayada.com/					https://maps.google.com/?cid=5515830006966325712	-240	600 Main Street #60, Stroudsburg
ChIJs71X2ng-3YkRcTICBZJtp7c	Sanjay Thomas, Md	21 Reade Pl #3100, Poughkeepsie, NY 12601, USA	4.169.429	-73.933.554	(845) 214-1800	+1 845-214-1800	http://www.healthquest.org/medical-practice/hqmp-home.aspx					https://maps.google.com/?cid=13233666503968174705	-240	21 Reade Place #3100, Poughkeepsie
ChIJJ7SFT00z3YkR939-fe1Rj6k	The Medical Center At Cold Spring	1756 NY-9D, Cold Spring, NY 10516, USA	414.181.136	-739.498.146	(845) 265-3642	+1 845-265-3642	http://www.hvhc.org/directions-map/the-medical-center-at-cold-spring.html					https://maps.google.com/?cid=12218074394533986295	-240	1756 New York 9D, Cold Spring
ChIJZ5DF5IHg54kRJzzpvGC-DoI	Griffin Hospital	130 Division St, Derby, CT 06418, USA	4.133.575.599.999.990	-73.089.187	(203) 735-7421	+1 203-735-7421	http://www.griffinhealth.org		{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'open': {u'day': 0, u'time': u'0000'}}]}		3.4	https://maps.google.com/?cid=9371637197300120615	-240	130 Division Street, Derby
ChIJvVYNUcHexIkRz1IQJKf5iek	Blaze Body Contouring	4 Meadow Ave B, Scranton, PA 18505, USA	41.397.378	-75.649.374	(570) 285-5273	+1 570-285-5273	http://blazebodycontouring.com/		{u'weekday_text': [u'Monday: 9:00 AM \u2013 5:00 PM', u'Tuesday: 7:00 \u2013 10:00 AM, 4:00 \u2013 6:00 PM', u'Wednesday: 9:00 AM \u2013 5:00 PM', u'Thursday: 9:00 AM \u2013 5:00 PM', u'Friday: 9:00 AM \u2013 5:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1700'}, u'open': {u'day': 1, u'time': u'0900'}}, {u'close': {u'day': 2, u'time': u'1000'}, u'open': {u'day': 2, u'time': u'0700'}}, {u'close': {u'day': 2, u'time': u'1800'}, u'open': {u'day': 2, u'time': u'1600'}}, {u'close': {u'day': 3, u'time': u'1700'}, u'open': {u'day': 3, u'time': u'0900'}}, {u'close': {u'day': 4, u'time': u'1700'}, u'open': {u'day': 4, u'time': u'0900'}}, {u'close': {u'day': 5, u'time': u'1700'}, u'open': {u'day': 5, u'time': u'0900'}}]}			https://maps.google.com/?cid=16828255978906473167	-240	4 Meadow Avenue B, Scranton
ChIJh0jis3g-3YkRFxYpcWelJjo	Lisa Hartman, Np	45 Reade Pl, Poughkeepsie, NY 12601, USA	416.940.604	-739.349.423	(845) 483-6500	+1 845-483-6500	http://www.healthquest.org/medical-practice/hqmp-home.aspx					https://maps.google.com/?cid=4190218367013557783	-240	45 Reade Place, Poughkeepsie
ChIJw2WcQ9gT3YkRJ0hJG4cafJ4	Renaissance	U.S. 9, Staatsburg, NY 12580, USA	418.327.058	-7.393.420.499.999.990								https://maps.google.com/?cid=11420031922685429799	-240	U.S. 9, Staatsburg
ChIJlXqvuhosw4kRxYMpFqDXcCA	Orange Regional Medical Center	Behavioral Health Access Ctr, Goshen, NY 10924, USA	414.020.382	-743.243.191	(845) 294-2265	+1 845-294-2265						https://maps.google.com/?cid=2337605289171846085	-240	Behavioral Health Access Ctr, Goshen
ChIJd6NVLZuIxIkRaS1WgfYcnNM	Pocono Medical Center Satellite	447 Plaza Ct # D, East Stroudsburg, PA 18301, USA	41.005.077	-7.516.257.100.000.000	(570) 476-3596	+1 570-476-3596	http://www.poconohealthsystem.org/				3.8	https://maps.google.com/?cid=15248094283427097961	-240	447 Plaza Court # D, East Stroudsburg
ChIJGUHXo38P3YkR--rdrVrTF-w	Emergency One	40 Hurley Ave, Kingston, NY 12401, USA	4.193.627.979.999.990	-740.273.752	(845) 338-5600	+1 845-338-5600	http://www.eonekingston.com/		{u'weekday_text': [u'Monday: 8:00 AM \u2013 8:00 PM', u'Tuesday: 8:00 AM \u2013 8:00 PM', u'Wednesday: 8:00 AM \u2013 8:00 PM', u'Thursday: 8:00 AM \u2013 8:00 PM', u'Friday: 8:00 AM \u2013 8:00 PM', u'Saturday: 8:00 AM \u2013 4:00 PM', u'Sunday: 8:00 AM \u2013 4:00 PM'], u'open_now': False, u'periods': [{u'close': {u'day': 0, u'time': u'1600'}, u'open': {u'day': 0, u'time': u'0800'}}, {u'close': {u'day': 1, u'time': u'2000'}, u'open': {u'day': 1, u'time': u'0800'}}, {u'close': {u'day': 2, u'time': u'2000'}, u'open': {u'day': 2, u'time': u'0800'}}, {u'close': {u'day': 3, u'time': u'2000'}, u'open': {u'day': 3, u'time': u'0800'}}, {u'close': {u'day': 4, u'time': u'2000'}, u'open': {u'day': 4, u'time': u'0800'}}, {u'close': {u'day': 5, u'time': u'2000'}, u'open': {u'day': 5, u'time': u'0800'}}, {u'close': {u'day': 6, u'time': u'1600'}, u'open': {u'day': 6, u'time': u'0800'}}]}		3.3	https://maps.google.com/?cid=17012298503832857339	-240	40 Hurley Avenue, Kingston
ChIJNe7W45g-3YkRB2JZg5XKsgU	OMNI Medical Care	1418 NY-300, Newburgh, NY 12550, USA	4.152.295.439.999.990	-740.702.809	(845) 566-6664	+1 845-566-6664	http://www.omnimedicalcare.com/		{u'weekday_text': [u'Monday: 8:00 AM \u2013 6:00 PM', u'Tuesday: 8:00 AM \u2013 6:00 PM', u'Wednesday: 8:00 AM \u2013 6:00 PM', u'Thursday: 8:00 AM \u2013 6:00 PM', u'Friday: 8:00 AM \u2013 6:00 PM', u'Saturday: 8:00 AM \u2013 12:00 PM', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1800'}, u'open': {u'day': 1, u'time': u'0800'}}, {u'close': {u'day': 2, u'time': u'1800'}, u'open': {u'day': 2, u'time': u'0800'}}, {u'close': {u'day': 3, u'time': u'1800'}, u'open': {u'day': 3, u'time': u'0800'}}, {u'close': {u'day': 4, u'time': u'1800'}, u'open': {u'day': 4, u'time': u'0800'}}, {u'close': {u'day': 5, u'time': u'1800'}, u'open': {u'day': 5, u'time': u'0800'}}, {u'close': {u'day': 6, u'time': u'1200'}, u'open': {u'day': 6, u'time': u'0800'}}]}		1.5	https://maps.google.com/?cid=410613259546747399	-240	1418 New York 300, Newburgh
ChIJh0Q0azqKxIkR2NhZ0ykeTUs	St. Luke's Hospital - Monroe Campus	100 St. Luke's Lane, Stroudsburg, PA 18360, USA	409.974.458	-752.600.034	(272) 212-1000	+1 272-212-1000	http://www.slhn.org/Choose/choose-monroe		{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'open': {u'day': 0, u'time': u'0000'}}]}		4.1	https://maps.google.com/?cid=5426026291039688920	-240	100 St. Luke's Lane, Stroudsburg
ChIJxUQ6KWGIxIkRuN3V0qyVo_4	Lehigh Valley Hospital - Pocono	206 E Brown St, East Stroudsburg, PA 18301, USA	409.923.668	-7.517.428.679.999.990	(570) 421-4000	+1 570-421-4000	http://www.poconomedicalcenter.org/		{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'open': {u'day': 0, u'time': u'0000'}}]}		2.6	https://maps.google.com/?cid=18348673876341677496	-240	206 East Brown Street, East Stroudsburg
ChIJIXeNMLpyaYgRzcD9IURQtb4	Health Quest Medical Practice, P.C. Surgical Oncology	45 Reade Pl, Poughkeepsie, NY 12601, USA	4.169.375.050.000.000	-739.357.512	(845) 483-6920	+1 845-483-6920	http://www.healthquest.org/medical-practice/hqmp-home.aspx					https://maps.google.com/?cid=13741978091549212877	-240	45 Reade Place, Poughkeepsie
ChIJvXN6tn8-3YkRjBpN454DKnk	Barbara Kabbash, Acnp	21 Fox St Ste 104, Poughkeepsie, NY 12601, USA	41.690.183	-7.393.339.139.999.990	(845) 431-2400	+1 845-431-2400	http://www.healthquest.org/					https://maps.google.com/?cid=8730794808564325004	-240	21 Fox Street Ste 104, Poughkeepsie
